Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log_x,use_lin_x,use_log_y,use_lin_y, old GN scoring @retreat,old GN comments,old CW scoring @retreat,comments_fit_CW,comments_delete_CW,comments_alternativeseries_CW,comments_transformations_CW,use_logfit_CW,use_linfit_CW,select_1.1_earegion_CW,select_1.1_allregions_CW,select_non1.1s_earegion_CW,select_non1.1s_allregions_CW,GN final scoring,use_logfit_GN,use_linfit_GN,select_1.1_earegion_GN,select_1.1_allregions_GN,select_non1.1s_earegion_GN,select_non1.1s_allregions_GN,PDF page,use_logfit_AGREE?,use_linfit_AGREE?,select_1.1_earegion_AGREE?,select_1.1_allregions_AGREE?,select_non1.1s_earegion_AGREE?,select_non1.1s_allregions_AGREE?,FINAL AGREED,use_logfit_FIN,use_linfit_FIN,select_1.1_earegion_FIN,select_1.1_allregions_FIN,select_non1.1s_earegion_FIN,select_non1.1s_allregions_FIN,Delete from working file,Unnamed: 89
eat_ger_4.1Sal_d239_m153,eating less meat,Germany,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,b1,0.31147,0.1441,5.2344,2016.1,14.109,100.23,0.12959,1975.9,-10502,0.96017,0.9522,5.9647,4.1961,0.92457,0.91514,8.2083,6.6197,0.92028,0.91031,8.4384,6.5945,19,18,0.99774,0.011179,0.98657,19,0,15,0,1,1,0.84871,0,1,y,y,y,y,y,y,y,y,y,y,y,y,y,,,,,0,prefer,transformed-partial,1,1,0,0,1,1,,1,1,0,0,1,1,300,,,,,,,,1,1,0,0,1,1,,
eat_ger_4.5Inf_d120_m103,eating less meat,Germany,4.5,Physical Infrastructure Dependence,Meat supply/person,Kg/year,b1,-0.097437,-0.0018463,-0.16671,2040.2,-45.1,90.439,149.62,1706.5,420.45,0.30366,0.26014,4.8447,3.9842,0.18057,0.14712,5.2555,4.2722,0.18573,0.15249,5.239,4.2568,52,52,1.1022,0.84687,0.2553,52,34,0,1,0,0,0.98478,0,1,m,y,y,y,y,y,y,y,m,m,m,m,m,2,,,,0,,,,,,,,,,1,1,0,0,1,1,301,,,,,,,,1,1,0,0,1,1,,
eat_glo_3.3Sci_d235_m020,eating less meat,Global,3.3,Risk & Uncertainty (Shared Expectations),scientific publications,# publications,b1,0.093658,0.061617,756.3,2018.9,46.92,70541,0.028289,1791.5,-1.4968e+06,0.98294,0.98193,1695.9,993.84,0.97162,0.97053,2187.1,1384.2,0.8552,0.84964,4940.1,4151.5,55,55,0.62076,0.0057556,0.61501,55,2,54,0,0,0,0.96493,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,1,mulitple series here,corrected,"good; only available global, apply to all EA regions",0,,,1,1,0,0,1,1,,1,1,0,0,1,1,302,,,,,,,,1,1,0,0,1,1,,
eat_glo_3.5Mar_d076_m128,eating less meat,Global,3.5,Market Formation,CumulativeStartups (meat substitutes),cum. # companies,b1,0.32243,0.15475,5.4667,2019.6,13.629,433.41,0.0081544,1954.5,-10884,0.97802,0.97641,13.929,11.882,0.9637,0.96197,17.899,11.575,0.57108,0.55066,61.529,49.616,45,43,0.74756,0.0023073,0.74525,43,1,42,0,0,0,0.89685,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,1,,,,0,prefer,original,1,1,0,0,0,1,,1,1,0,0,0,1,303,,,,,,,,1,1,0,0,0,1,,
eat_glo_3.5Mar_d128_m008,eating less meat,Global,3.5,Market Formation,NewStartups (meat substitutes),# companies,b1,1.2906,0.088695,0.62543,2015.5,3.4049,30.513,8.346,2009.2,-1244.9,0.64767,0.62189,8.0005,4.1762,0.43768,0.41091,10.107,5.7455,0.36316,0.33283,10.756,7.4918,45,31,1.8025,0.032773,1.7698,42,4,41,0,0,1,0.92977,0,1,m,y,y,m,m,m,y,y,y,m,m,m,m,4,,convert to cum,,0,hide,original,1,1,0,0,0,0,,0,1,0,0,0,0,304,check,,,,,,,1,1,0,0,0,0,delete,
eat_glo_3.5Mar_d173_m011,eating less meat,Global,3.5,Market Formation,PrivateEquityDeals (meat substitutes),# deals,b1,1.343,0.15691,1.2393,2018.3,3.272,77.14,3.0791,2002.9,-2469.8,0.80213,0.78765,12.105,4.2163,0.62766,0.60993,16.605,7.8075,0.34979,0.31883,21.943,15.27,45,15,1.6204,0.012963,1.6075,15,3,14,1,0,1,0.87102,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,4,,convert to cum,,0,hide,original,0,1,0,0,0,0,,0,1,0,0,0,0,305,,,,,,,,0,1,0,0,0,0,delete,
eat_glo_3.5Mar_d177_m027,eating less meat,Global,3.5,Market Formation,PrivateEquityInvestment (meat substitutes),$ million,b1,2.3487,0.14341,16.609,2018.7,1.871,1098.4,0.0049332,1938.3,-33100,0.64116,0.61491,259.26,90.625,0.42131,0.39375,329.24,153.09,0.24839,0.2126,375.22,225.93,45,15,2.105,0.0017356,2.1033,15,3,14,1,0,1,0.80045,0,0,m,y,y,m,y,m,y,y,m,m,m,m,m,4,,convert to cum,,0,hide,original,0,1,0,0,0,0,,0,1,0,0,0,0,306,,,,,,,,0,1,0,0,0,0,delete,
eat_glo_3.5Mar_d202_m027,eating less meat,Global,3.5,Market Formation,TotalFundraisingAmount (meat substitutes),$ million,b1,0.43555,0.10195,27.56,2014.6,10.089,1277.6,0.010467,1908.1,-54894,0.52615,0.49148,422.52,210.07,0.4306,0.40349,463.17,288.77,0.34005,0.30862,498.64,369.31,45,18,2.197,0.0014921,2.1955,31,3,14,0,1,1,0.68545,0,0,m,y,y,m,m,m,m,y,y,m,m,m,m,2,,,,0,hide,original,0,1,0,0,0,0,,0,1,0,0,0,0,307,,,,,,,,0,1,0,0,0,0,delete,
eat_glo_3.5Mar_d206_m011,eating less meat,Global,3.5,Market Formation,TotalFundraisingDeals (meat substitutes),# deals,b1,1.2659,0.15022,1.6888,2018,3.4714,101.75,0.62492,1989.4,-3365.3,0.80967,0.79574,15.846,5.757,0.63389,0.61645,21.978,10.878,0.36461,0.33436,28.953,20.499,45,22,1.6216,0.0098278,1.6118,44,3,43,0,0,1,0.88739,0,0,y,y,y,m,m,m,y,y,y,m,m,m,m,4,,convert to cum,,0,hide,original,1,1,0,0,0,0,,0,1,0,0,0,0,308,check,,,,,,,1,1,0,0,0,0,delete,
eat_glo_3.5Mar_d272_m156,eating less meat,Global,3.5,Market Formation,cumulative CumulativeStartups (meat substitutes),cumulative cum. # companies,b1,0.14373,0.14373,40.164,2111.9,30.574,8.1999e+08,8.7501e-05,1904.1,-79947,0.99151,0.99089,59.823,48.265,0.99151,0.99111,59.823,48.265,0.64533,0.62844,386.7,295.91,45,43,3.2988e-06,1.2195e-09,3.2976e-06,43,0,42,0,0,0,0.86189,0,0,y,y,y,y,y,y,y,m,y,m,y,m,y,,,,not needed as transformed-cumulative twice (error),1,delete,transformed-cumx2error,0,0,0,0,0,0,,1,1,0,0,0,0,309,check,check,,,,,,1,1,0,0,0,0,delete,
eat_glo_3.5Mar_d273_m157,eating less meat,Global,3.5,Market Formation,Partial up to max CumulativeStartups (meat substitutes),Partial up to max cum. # companies,b1,0.25943,0.17501,5.0112,2022.2,16.939,634.91,0.0061212,1960.2,-9975.8,0.97807,0.97642,12.747,10.772,0.97442,0.97318,13.765,9.9849,0.5466,0.52448,57.956,45.196,44,42,0.51031,0.001575,0.50873,42,0,41,0,0,0,0.87304,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,,,,not needed as transformed-cumulative preferred,1,delete,transformed-partial,0,0,0,0,0,0,,1,1,0,0,0,0,310,check,check,,,,,,1,1,0,0,0,0,delete,
eat_glo_3.5Mar_d274_m158,eating less meat,Global,3.5,Market Formation,cumulative NewStartups (meat substitutes),cumulative # companies,b1,0.32243,0.15475,5.4667,2019.6,13.629,433.41,0.0081544,1954.5,-10884,0.97802,0.97641,13.929,11.882,0.9637,0.96197,17.899,11.575,0.57108,0.55066,61.529,49.616,45,43,0.74756,0.0023073,0.74525,43,1,42,0,0,0,0.89685,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,,,,not needed as cumulative in original data,1,delete,transformed-cumulative,0,0,0,0,0,0,,1,1,0,0,0,0,311,check,check,,,,,,1,1,0,0,0,0,delete,
eat_glo_3.5Mar_d275_m159,eating less meat,Global,3.5,Market Formation,Partial up to max NewStartups (meat substitutes),Partial up to max # companies,b1,0.38967,0.38967,0.55197,2047.3,11.277,3.4143e+06,0.92078,2008.5,-1098.6,0.97858,0.9768,1.6002,1.1949,0.97858,0.97742,1.6002,1.1949,0.33959,0.30389,8.8854,5.7595,40,27,1.6109e-05,2.9288e-07,1.5816e-05,38,0,37,0,0,1,0.67649,0,1,y,y,y,m,m,m,m,m,y,m,m,m,m,,,,not needed as transformed-cumulative preferred,1,delete,transformed-partial,0,0,0,0,0,0,,1,1,0,0,0,0,312,check,check,,,,,,1,1,0,0,0,0,delete,
eat_glo_3.5Mar_d276_m160,eating less meat,Global,3.5,Market Formation,cumulative PrivateEquityDeals (meat substitutes),cumulative # deals,b1,0.68812,0.27715,5.781,2020.8,6.3862,578.58,0.00072168,1974.9,-11524,0.99761,0.99743,6.1103,2.8342,0.96777,0.96623,22.439,11.545,0.36088,0.33044,99.916,72.266,45,15,0.87455,0.0017284,0.87282,15,0,14,0,0,1,0.81868,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,,,,,0,prefer,transformed-cumulative,1,1,0,0,0,0,,1,1,0,0,0,0,313,,,,,,,,1,1,0,0,0,0,delete,
eat_glo_3.5Mar_d277_m161,eating less meat,Global,3.5,Market Formation,Partial up to max PrivateEquityDeals (meat substitutes),Partial up to max # deals,b1,0.51043,0.51042,0.9385,2044.4,8.6093,1.8672e+07,1.4662,2012.4,-1870.1,0.97758,0.97581,3.2991,1.2768,0.97758,0.97644,3.2991,1.2768,0.2665,0.22889,18.872,11.615,42,12,6.6946e-06,5.3557e-08,6.641e-06,12,0,11,0,0,1,0.52781,0,0,y,y,y,y,y,y,m,m,m,m,m,y,y,,,,not needed as transformed-cumulative preferred,1,delete,transformed-partial,0,0,0,0,0,0,,1,1,0,0,0,0,314,check,check,,,,,,1,1,0,0,0,0,delete,
eat_glo_3.5Mar_d278_m162,eating less meat,Global,3.5,Market Formation,cumulative PrivateEquityInvestment (meat substitutes),cumulative $ million,b1,1.1358,0.28007,78.951,2020.3,3.869,6945.2,5.6824e-09,1924.1,-1.5739e+05,0.99758,0.9974,87.117,40.034,0.93515,0.93206,450.51,220.06,0.33592,0.3043,1441.7,1050.1,45,15,0.97779,0.00027448,0.97752,15,0,14,0,0,1,0.82743,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,,,,,0,prefer,transformed-cumulative,1,1,0,0,0,0,,1,1,0,0,0,0,315,,,,,,,,1,1,0,0,0,0,delete,
eat_glo_3.5Mar_d279_m163,eating less meat,Global,3.5,Market Formation,Partial up to max PrivateEquityInvestment (meat substitutes),Partial up to max $ million,b1,1.0096,0.64918,15.539,2020.7,4.3528,3969.6,7.679e-13,1966.1,-30968,0.99076,0.99003,39.771,14.824,0.9872,0.98654,46.818,18.13,0.20723,0.16657,368.39,206.82,42,12,0.58246,0.00048023,0.58198,12,0,11,0,0,1,0.53948,0,0,y,y,y,m,y,m,m,y,m,m,m,m,m,,,,not needed as transformed-cumulative preferred,1,delete,transformed-partial,0,0,0,0,0,0,,1,1,0,0,0,0,316,check,check,,,,,,1,1,0,0,0,0,delete,
eat_glo_3.5Mar_d280_m162,eating less meat,Global,3.5,Market Formation,cumulative TotalFundraisingAmount (meat substitutes),cumulative $ million,b1,0.3574,0.18357,198.69,2020.1,12.295,16737,5.5703e-06,1905.8,-3.9593e+05,0.98958,0.98882,368.55,206.13,0.96853,0.96703,640.47,363.59,0.51087,0.48757,2524.9,1996.5,45,31,0.7587,0.0013145,0.75738,31,0,30,0,0,1,0.87703,0,0,y,y,y,m,y,m,y,y,y,m,m,m,m,,,,,0,prefer,transformed-cumulative,1,1,0,0,0,0,,1,1,0,0,0,0,317,,,,,,,,1,1,0,0,0,0,delete,
eat_glo_3.5Mar_d281_m163,eating less meat,Global,3.5,Market Formation,Partial up to max TotalFundraisingAmount (meat substitutes),Partial up to max $ million,b1,0.28507,0.28507,29.436,2058.4,15.415,1.0787e+08,5.3893e-06,1951,-58635,0.76973,0.75156,291.28,127.02,0.76974,0.75793,291.28,127.02,0.34549,0.31192,491.09,362.86,42,15,2.6019e-05,1.7672e-08,2.6002e-05,28,0,11,0,1,1,0.50946,0,0,y,y,y,m,m,m,m,m,y,m,m,m,m,,,,not needed as transformed-cumulative preferred,1,delete,transformed-partial,0,0,0,0,0,0,,1,1,0,0,0,0,318,check,check,,,,,,1,1,0,0,0,0,delete,
eat_glo_3.5Mar_d282_m160,eating less meat,Global,3.5,Market Formation,cumulative TotalFundraisingDeals (meat substitutes),cumulative # deals,b1,0.61658,0.25942,8.4158,2020.8,7.1271,825.96,3.9735e-06,1950.3,-16772,0.99662,0.99637,10.229,7.3158,0.97056,0.96916,30.178,15.645,0.38614,0.35691,137.81,100.61,45,44,0.85477,0.0012107,0.85356,44,0,43,0,0,0,0.82783,0,0,y,y,y,y,y,y,y,y,y,y,y,y,y,,,,,0,prefer,transformed-cumulative,1,1,0,0,0,0,,1,1,0,0,0,0,319,,,,,,,,1,1,0,0,0,0,delete,
eat_glo_3.5Mar_d283_m161,eating less meat,Global,3.5,Market Formation,Partial up to max TotalFundraisingDeals (meat substitutes),Partial up to max # deals,b1,0.45135,0.45135,1.3291,2047.1,9.7362,2.0593e+07,0.74382,2009.1,-2648.3,0.98463,0.98341,3.7247,1.5461,0.98463,0.98384,3.7247,1.5461,0.28762,0.25109,25.355,16.146,42,19,8.0126e-06,4.8561e-08,7.964e-06,41,0,40,0,0,1,0.58268,0,0,y,y,y,m,m,m,m,m,m,m,m,m,m,,,,not needed as transformed-cumulative preferred,1,delete,transformed-partial,0,0,0,0,0,0,,1,1,0,0,0,0,320,check,check,,,,,,1,1,0,0,0,0,delete,
eat_ind_1.1Ado_d038_m038,eating less meat,India,1.1,Adoption over time,% red in total meat consumption,% kg/yr,b1,-0.077647,-0.036062,-0.011395,2012.3,-56.596,0.91215,-1544.4,-1.5261e+05,23.408,0.95416,0.9513,0.03858,0.022405,-13.81,-14.415,0.69348,0.66966,0.90068,0.89663,0.056789,0.04913,52,52,0.95054,0.34518,0.60536,52,51,4,0,0,0,0.97941,1,1,y,y,y,y,y,y,y,y,y,y,y,y,y,1,,,*needs sign reversal * negative slope = LED innovation,0,,,1,1,,,0,0,,1,1,0,1,0,0,322,,,,,,,,1,1,0,1,0,0,,
eat_ind_2.4Eas_d210_m103,eating less meat,India,2.4,Ease of Use,Vegetable consumption per capita,Kg/year,b1,0.016109,0.016109,0.92102,2699.7,272.79,4.9664e+06,5.5535,1849,-1777.3,0.90736,0.90157,4.5434,3.6454,0.90736,0.90358,4.5434,3.6454,0.85753,0.85171,5.6344,4.6362,52,52,1.8273e-05,8.6265e-06,9.6464e-06,52,0,51,0,0,0,0.97363,0,1,y,y,y,y,y,y,y,m,y,m,y,m,y,1,,,,0,,,,1,,,,,,1,1,0,0,0,1,346,,,,,,,,1,1,0,0,0,1,,
eat_ind_2.5Var_d037_m038,eating less meat,India,2.5,Variety (Choice Availability),% poultry+pig in total meat consumption,% kg/yr,b1,0.052472,0.0020604,0.011395,2018.4,83.748,1.2774,1554.9,1.5746e+05,-22.408,0.94665,0.94331,0.041622,0.028549,-3.3607,-3.5387,0.37629,0.33034,0.90068,0.89663,0.056789,0.04913,52,52,0.53636,0.10409,0.43227,52,4,51,0,0,0,0.97957,1,1,y,y,y,y,y,y,y,y,y,y,y,y,y,1,,,*needs sign reversal * negative slope = LED innovation,0,,,1,1,,,0,0,,1,1,0,0,0,0,321,,,,,,,,1,1,0,0,0,0,delete,
eat_ind_2.5Var_d223_m137,eating less meat,India,2.5,Variety (Choice Availability),per capita beef consumption,Kg/yr,b1,-0.06857,-0.0018826,-0.028146,2014.5,-64.087,2.603,-1543.4,-1.5271e+05,58.102,0.71884,0.70126,0.27425,0.16952,-14.012,-14.625,2.004,1.9361,0.66707,0.65348,0.29843,0.22672,52,52,0.95957,0.32271,0.63687,52,39,8,1,1,0,0.97193,0,1,y,y,y,y,y,y,y,y,y,y,y,y,y,1,,,*needs sign reversal * negative slope = LED innovation,0,,,1,1,,,0,0,,1,1,0,0,0,0,323,,,,,,,,1,1,0,0,0,0,delete,
eat_ind_2.5Var_d224_m137,eating less meat,India,2.5,Variety (Choice Availability),per capita other meat consumption,kg/yr,b1,-10.224,-0.020252,-0.0027626,2009.2,-0.42981,0.13646,4.9839e-06,2485.4,5.6176,0.98469,0.98374,0.0071571,0.0047079,0.3981,0.37353,0.044882,0.040529,0.51368,0.49383,0.040343,0.036767,52,40,1.1026,0.87572,0.2269,40,27,39,1,0,0,0.97881,1,1,y,y,y,y,y,y,y,y,y,y,y,y,y,4,bad data,"reversal, fit to partial",*needs sign reversal * negative slope = LED innovation,0,,,1,1,,,0,0,,0,1,0,0,0,0,324,check,,,,,,,1,1,0,0,0,0,delete,
eat_ind_2.5Var_d225_m137,eating less meat,India,2.5,Variety (Choice Availability),per capita pig consumption,Kg/yr,b1,-0.14972,-0.0052459,-0.0022499,2020.5,-29.352,0.41359,0.26074,2063.2,4.8626,0.55064,0.52256,0.051532,0.045939,0.16784,0.13387,0.070127,0.063672,0.19295,0.16001,0.069061,0.062366,52,52,1.1798,0.55611,0.62365,52,29,0,1,0,0,0.98928,1,1,m,y,y,y,y,y,y,y,m,m,m,n,m,4,interesting,"reversal, fit to partial",*needs sign reversal * negative slope = LED innovation,0,,,,,,,0,0,,0,1,0,0,0,0,325,,,,,,,,0,1,0,0,0,0,delete,
eat_ind_2.5Var_d226_m137,eating less meat,India,2.5,Variety (Choice Availability),per capita poultry consumption,kg/yr,b1,0.086579,0.0064102,0.057363,2020.1,50.757,6.1501,1554.2,1.5752e+05,-113.44,0.98616,0.9853,0.10914,0.067554,-1.2202,-1.3108,1.3825,1.0249,0.86091,0.85523,0.34604,0.28993,52,52,0.52519,0.025925,0.49927,52,1,49,0,0,0,0.96117,0,1,y,y,y,y,y,y,y,y,y,y,y,y,y,1,,,*needs sign reversal * negative slope = LED innovation,0,,,1,1,,,0,0,,1,1,0,0,0,0,326,,,,,,,,1,1,0,0,0,0,delete,
eat_ind_2.5Var_d227_m137,eating less meat,India,2.5,Variety (Choice Availability),per capita sheep & goat consumption,Kg/yr,b1,-0.079871,-0.0029837,-0.0019615,2039,-55.019,0.67194,0.052549,2831.3,4.551,0.56941,0.5425,0.030355,0.024189,0.3923,0.36749,0.036062,0.02983,0.405,0.38071,0.035683,0.029385,52,52,1.0574,0.759,0.29844,52,34,9,1,1,0,0.98045,1,1,m,y,y,y,y,y,y,y,y,m,y,m,y,1,,,*needs sign reversal * negative slope = LED innovation,0,,,,1,,,0,0,,1,1,0,0,0,0,327,,,,,,,,1,1,0,0,0,0,delete,
eat_ind_3.5Mar_d076_m128,eating less meat,India,3.5,Market Formation,CumulativeStartups (meat substitutes),cum. # companies,b1,0.61794,0.019222,0.19183,2018.4,7.1114,12.376,1551.1,1.5785e+05,-382.29,0.9926,0.99205,0.30633,0.15366,-0.24318,-0.30238,3.9693,1.7556,0.48974,0.46545,2.543,2.1012,45,15,0.96961,0.080801,0.88881,15,1,14,0,0,0,0.88434,0,1,y,y,y,y,y,y,y,y,y,y,y,y,y,,,,,0,prefer,original,1,1,0,0,0,1,,1,1,0,0,0,1,347,,,,,,,,1,1,0,0,0,1,,
eat_ind_3.5Mar_d128_m008,eating less meat,India,3.5,Market Formation,NewStartups (meat substitutes),# companies,b1,5.7401,0.0034551,0.025955,2015.8,0.76558,1.2504,1554.6,1.5751e+05,-51.696,0.61311,0.5848,0.38005,0.13375,-0.19048,-0.24717,0.66667,0.26667,0.30436,0.27123,0.50961,0.34212,45,9,2.3993,0.79976,1.5995,14,5,13,1,0,1,0.75,0,1,m,y,y,y,y,y,y,y,y,m,y,m,y,,,,,0,hide,original,1,1,0,0,0,0,,0,1,0,0,0,0,348,check,,,,,,,1,1,0,0,0,0,delete,
eat_ind_3.5Mar_d173_m011,eating less meat,India,3.5,Market Formation,PrivateEquityDeals (meat substitutes),# deals,b1,1.6796,0.0037,0.028458,2016.6,2.6163,1.4989,1554.5,1.5751e+05,-56.707,0.58412,0.55369,0.45904,0.18476,-0.14035,-0.19465,0.76012,0.26667,0.26961,0.23483,0.60833,0.40128,45,7,2.0015,0.66717,1.3343,8,5,7,1,0,1,0.57692,0,1,m,y,y,y,y,y,m,y,m,m,m,m,m,,,,,0,hide,original,1,1,0,0,0,0,,1,1,0,0,0,0,349,,,,,,,,1,1,0,0,0,0,delete,
eat_ind_3.5Mar_d177_m027,eating less meat,India,3.5,Market Formation,PrivateEquityInvestment (meat substitutes),$ million,b1,21.19,0.17861,0.024204,2020.1,0.20738,2.1588,0.0074047,1993.1,-48.247,0.60352,0.5745,0.49572,0.11926,0.33169,0.29986,0.6436,0.25033,0.15943,0.1194,0.72179,0.3942,45,5,2.1524,0.18114,1.9712,6,2,5,1,0,1,0.51187,0,1,m,n,y,m,y,m,m,y,m,n,n,n,n,,,,,0,hide,original,0,1,0,0,0,0,,1,1,0,0,0,0,350,check,,,,,,,1,1,0,0,0,0,delete,
eat_ind_3.5Mar_d202_m027,eating less meat,India,3.5,Market Formation,TotalFundraisingAmount (meat substitutes),$ million,b1,32.057,0.17152,0.035617,2020.1,0.13708,3.2816,0.0066508,1989.1,-70.995,0.53748,0.50364,0.86286,0.213,0.26848,0.23365,1.0851,0.40398,0.13292,0.091631,1.1814,0.59804,45,5,2.3915,0.11916,2.2723,6,2,5,1,0,1,0.46572,0,1,m,n,y,m,y,m,m,y,m,n,n,n,n,,,,,0,hide,original,0,1,0,0,0,0,,1,1,0,0,0,0,351,check,,,,,,,1,1,0,0,0,0,delete,
eat_ind_3.5Mar_d206_m011,eating less meat,India,3.5,Market Formation,TotalFundraisingDeals (meat substitutes),# deals,b1,46.112,0.13403,0.038603,2017.2,0.095299,2.1429,6.1487,2031.1,-76.929,0.54758,0.51447,0.69693,0.26984,0.37481,0.34504,0.81926,0.40652,0.23412,0.19765,0.90677,0.54762,45,7,2.3333,0.46667,1.8667,8,2,7,1,0,1,0.61111,0,1,m,y,y,m,y,m,m,y,m,m,m,m,m,,,,,0,hide,original,1,1,0,0,0,0,,1,1,0,0,0,0,352,,,,,,,,1,1,0,0,0,0,delete,
eat_ind_3.5Mar_d272_m156,eating less meat,India,3.5,Market Formation,cumulative CumulativeStartups (meat substitutes),cumulative cum. # companies,b1,0.39765,0.25118,0.90975,2022.5,11.051,121.41,3.0723,2010.8,-1813.3,0.99941,0.99937,0.44532,0.24519,0.99147,0.99107,1.6939,1.0299,0.41489,0.38703,14.031,10.424,45,15,0.6507,0.0082367,0.64246,15,0,14,0,0,0,0.80734,0,1,y,y,y,y,y,y,y,y,y,y,y,y,y,,,,not needed as transformed-cumulative twice (error),1,delete,transformed-cumx2error,0,0,0,0,0,0,,1,1,0,0,0,0,353,check,check,,,,,,1,1,0,0,0,0,delete,
eat_ind_3.5Mar_d273_m157,eating less meat,India,3.5,Market Formation,Partial up to max CumulativeStartups (meat substitutes),Partial up to max cum. # companies,b1,0.61673,0.017423,0.17273,2018.4,7.1254,12.39,1551.5,1.5781e+05,-344.19,0.99088,0.9902,0.30979,0.15692,-0.22036,-0.27989,3.5834,1.5227,0.45721,0.43073,2.3898,1.9174,44,14,0.96851,0.080709,0.8878,14,0,13,0,0,0,0.85487,0,1,y,y,y,y,y,y,y,y,y,y,y,y,y,,,,not needed as transformed-cumulative preferred,1,delete,transformed-partial,0,0,0,0,0,0,,1,1,0,0,0,0,354,check,check,,,,,,1,1,0,0,0,0,delete,
eat_ind_3.5Mar_d274_m158,eating less meat,India,3.5,Market Formation,cumulative NewStartups (meat substitutes),cumulative # companies,b1,0.61794,0.019222,0.19183,2018.4,7.1114,12.376,1551.1,1.5785e+05,-382.29,0.9926,0.99205,0.30633,0.15366,-0.24318,-0.30238,3.9693,1.7556,0.48974,0.46545,2.543,2.1012,45,15,0.96961,0.080801,0.88881,15,1,14,0,0,0,0.88434,0,1,y,y,y,y,y,y,y,y,y,y,y,y,y,,,,not needed as cumulative in original data,1,delete,transformed-cumulative,0,0,0,0,0,0,,1,1,0,0,0,0,355,check,check,,,,,,1,1,0,0,0,0,delete,
eat_ind_3.5Mar_d275_m159,eating less meat,India,3.5,Market Formation,Partial up to max NewStartups (meat substitutes),Partial up to max # companies,b1,0.85602,0.856,0.02085,2029.7,5.1336,65599,8.6255,2019.3,-41.526,0.8789,0.86852,0.18546,0.055245,0.8789,0.87217,0.18546,0.055245,0.19388,0.14909,0.4785,0.28518,39,4,4.5733e-05,1.5244e-05,3.0488e-05,9,0,8,0,0,1,0.33333,0,1,y,n,y,m,m,m,m,m,m,n,n,n,n,,,,not needed as transformed-cumulative preferred,1,delete,transformed-partial,0,0,0,0,0,0,,1,1,0,0,0,0,356,check,check,,,,,,1,1,0,0,0,0,delete,
eat_ind_3.5Mar_d276_m160,eating less meat,India,3.5,Market Formation,cumulative PrivateEquityDeals (meat substitutes),cumulative # deals,b1,0.63272,0.24385,0.15468,2020,6.9453,13.39,0.7241,2011.8,-308.33,0.99192,0.99133,0.29115,0.13552,0.94973,0.94734,0.72614,0.4114,0.38473,0.35543,2.5404,1.9108,45,9,0.89617,0.074681,0.82149,9,1,8,1,0,1,0.84601,0,1,y,y,y,y,y,y,y,y,y,y,y,y,y,,,,,0,prefer,transformed-cumulative,1,1,0,0,0,0,,1,1,0,0,0,0,357,,,,,,,,1,1,0,0,0,0,delete,
eat_ind_3.5Mar_d277_m161,eating less meat,India,3.5,Market Formation,Partial up to max PrivateEquityDeals (meat substitutes),Partial up to max # deals,b1,8.8645,0.0024332,0.01498,2018.2,0.49573,14.962,1554.7,1.5748e+05,-29.842,0.89572,0.88678,0.16013,0.025657,-0.042781,-0.10071,0.50637,0.10256,0.11559,0.066459,0.46633,0.2284,39,2,0.20051,0.066837,0.13367,3,0,2,0,0,1,0,0,1,y,n,m,m,y,m,m,m,m,n,n,n,n,,,,not needed as transformed-cumulative preferred,1,delete,transformed-partial,0,0,0,0,0,0,,0,1,0,0,0,0,358,,check,,,,,,0,1,0,0,0,0,delete,
